Name,Formula,Dipole momentμ debye
4-chlorophenyl isothiocyanate,C7H4ClNS,1.56
4-chlorophenyl phenyl sulfone,C12H9ClO2S,4.45
4-chlorophenyl phenyl sulfoxide,C12H9ClOS,3.97
4-chlorophenyl selenocyanate,C7H4ClNSe,3.31
4-chlorophenyl tert-butyl sulfide,C10H13ClS,1.69
4-chlorophenyl thiocyanate,C7H4ClNS,2.96
4-chlorophenylmercury bromide,C6H4BrClHg,1.58
4-chlorophenylsilane,C6H7ClSi,0.99
4-chlorophthalic anhydride,C8H3ClO3,4.54
4-chloropyridine,C5H4ClN,0.84
4-chloroquinoline,C9H6ClN,0.96
4-chlorothioanisole,C7H7ClS,1.74
4-chlorothiophenol,C6H5ClS,1.16
4-chlorotoluene,C7H7Cl,2.21
4-chlorotrifluoromethylbenzene,C7H4ClF3,1.58
4-cyanobenzaldehyde,C8H5NO,2.48
4-cyanophenol,C7H5NO,4.95
4-cyanopyridine,C6H4N2,1.61
4-cyanopyridine-1-oxide,C6H4N2O,1.22
4-diazonaphthalen-1(4H)-one,C10H6N2O,4.2
4-dimethylamino-3-buten-2-one,C6H11NO,5.1
4-dimethylamino-4'-cyanostilbene,C17H16N2,6.95
4-dimethylamino-4'-nitrostilbene,C16H16N2O2,7.05
4-dimethylaminopyrimidine,C6H9N3,3.88
4-dodecylphenol,C18H30O,1.58
4-ethoxy-2-nitroaniline,C8H10N2O3,3.81
4-ethoxyphenyl selenocyanate,C9H9NOSe,4.7
4-ethoxyphenylcarbonyl selenocyanate,C10H9NO2Se,3.84
4-ethyl-5-methyl-2-phenyl-1H-pyrazol-3-one,C12H14N2O,3.39
4-ethylbenzenethiol,C8H10S,1.45
4-ethylpyridine,C7H9N,2.65
4-fluoro-N-(4-fluorophenyl)aniline,C12H9F2N,2.11
4-fluoroaniline,C6H6FN,2.48
4-fluorobenzaldehyde,C7H5FO,1.98
4-fluorobenzenethiol,C6H5FS,1.06
4-fluorobenzoic acid,C7H5FO2,2.01
4-fluorobenzonitrile,C7H4FN,2.67
4-fluorobiphenyl,C12H9F,1.49
4-fluorooctane,C8H17F,1.83
4-fluorophenol,C6H5FO,1.16
4-fluorotrichloromethylbenzene,C7H4Cl3F,0.68
4-formylpyridine,C6H5NO,1.74
4-heptanol,C7H16O,1.7
4-heptanone,C7H14O,2.68
4-hydroxy-2-methylacetophenone,C9H10O2,3.14
4-hydroxy-3-methylacetophenone,    ⋮,3.36
4-hydroxy-4-methylpentan-2-one,C6H12O2,3.24
4-hydroxyacetophenone,C8H8O2,3.77
4-hydroxyazobenzene,C12H10N2O,2.07
4-hydroxybenzaldehyde,C7H6O2,4.22
4-hydroxybenzeneselenol,C6H6OSe,1.45
4-hydroxybenzoic acid,C7H6O3,2.76
4-hydroxymethylpyridine,C6H7NO,2.6
4-hydroxypyrimidine,C4H4N2O,3.21
4-iodo-2-nitroaniline,C6H5IN2O2,4.59
"4-iodo-N,N-dimethylaniline",C8H10IN,3.07
4-iodoaniline,C6H6IN,2.84
4-iodobenzenesulfonamide,C6H6INO2S,4.53
4-iodobenzonitrile,C7H4IN,2.84
4-iodobiphenyl,C12H9I,1.55
4-iodooctane,C8H17I,2.12
4-iodophenol,C6H5IO,2.21
4-iodophenyl selenocyanate,C7H4INSe,3.34
4-iodophenylsulfonyl chloride,C6H4ClIO2S,3.56
4-iodothiophenol,C6H5IS,2.21
4-isopropylpyridine,C8H11N,2.71
4-mercaptopyrimidine,C4H4N2S,2.95
4-methoxy-2-nitroaniline,C7H8N2O3,3.78
"4-methoxy-N,N-dimethylaniline",C9H13NO,1.77
4-methoxy-N-phenylbenzenesulfonamide,C13H13NO3S,5.61
4-methoxyacetophenone oxime,C9H11NO2,1.52
4-methoxyaniline,C7H9NO,1.8
4-methoxybenzenethiol,C7H8OS,1.91
4-methoxybenzonitrile,C8H7NO,4.75
4-methoxybenzyl alcohol,C8H10O2,2.09
4-methoxybenzylideneaniline,C14H13NO,2.41
4-methoxyphenol,C7H8O2,1.79
4-methoxyphenylcarbonyl selenocyanate,C9H7NO2Se,3.68
4-methoxypyridine,C6H7NO,2.94
4-methoxypyridine 1-oxide,C6H7NO2,5.08
4-methoxypyrimidine,C5H6N2O,1.82
"4-methyl-1,2-cyclohexanedione",C7H10O2,2.96
"4-methyl-1,3-oxazole",C4H5NO,1.08
"4-methyl-1,3-pentadiene",C6H10,0.52
4-methyl-1-pentene,C6H12,0.27
"4-methyl-2,1,3-benzoselenadiazole",C7H6N2Se,1.2
"4-methyl-2,1,3-benzothiadiazole",C7H6N2S,1.84
4-methyl-2-nitroaniline,C7H8N2O2,4.4
4-methyl-2-nitrophenol,C7H7NO3,3.46
"4-methyl-2-oxo-1,3-dioxolane",C4H6O3,4.94
4-methyl-2-pentanone,C6H12O,2.69
4-methyl-3-heptanol,C8H18O,1.23
4-methyl-3-nitrophenol,C7H7NO3,3.97
4-methyl-3-penten-2-one,C6H10O,3.28
4-methyl-3H-benzo[g]chromen-3-one,C14H12O2,4.74
4-methyl-3H-benzo[h]chromen-3-one,    ⋮,4.58
4-methyl-N-phenylbenzenesulfonamide,C13H13NO2S,4.86
4-methylaminopyrimidine,C5H7N3,3.71
4-methylaniline,C7H9N,1.38
4-methylbenzenesulfonic anhydride,C14H14O5S2,5.35
4-methylbenzenesulfonic thioanhydride,C14H14O4S3,3.55
4-methylbenzonitrile,C8H7N,4.33
4-methylbenzophenone,C14H12O,3.17
4-methylchromen-2-one,C10H8O2,5
4-methylcyclohexanol,C7H14O,1.9
4-methylideneoxetan-2-one,C4H4O2,3.53
4-methylisoxazole,C4H5NO,3.58
4-methylmorpholine,C5H11NO,1.21
4-methylpentanenitrile,C6H11N,3.53
4-methylpentanoic acid,C6H12O2,1.13
4-methylphenol,C7H8O,1.64
4-methylphenyl acetate,C9H10O2,1.52
4-methylphthalic anhydride,C9H6O3,5.66
4-methylphthalimide,C9H7NO2,2.53
4-methylpyridazine,C5H6N2,4.34
4-methylpyridine,C6H7N,2.7
4-methylquinoline,C10H9N,2.56
4-methylsulfanylpyrimidine,C5H6N2S,2.05
4-methylthiophenol,C7H8S,1.46
"4-morpholine-4-ylmethyl-4-azatricyclo[5.2.1.02,6]decane-3,5-dione",C14H20N2O3,2.59
4-nitro-1-naphthylamine,C10H8N2O2,6.4
4-nitro-1H-pyrrole-2-carbaldehyde,C5H4N2O3,4.2
"4-nitro-2,1,3-benzothiadiazole",C6H3N3O2S,4.08
4-nitro-2-naphthylamine,C10H8N2O2,4.7
4-nitro-di-N-methylaniline,C8H10N2O2,7.09
4-nitro-N-phenylaniline,C12H10N2O2,6.05
4-nitro-N-phenylbenzenesulfonamide,C12H10N2O4S,4.05
4-nitroaniline,C6H6N2O2,6.91
4-nitroanisole,C7H7NO3,5.26
4-nitroazobenzene,C12H9N3O2,4.45
4-nitrobenzaldehyde,C7H5NO3,2.65
4-nitrobenzamide,C7H6N2O3,4.84
"4-nitrobenzene-1,3-diol",C6H5NO4,4.27
4-nitrobenzoic acid,C7H5NO4,4.05
4-nitrobenzonitrile,C7H4N2O2,0
4-nitrobenzoyl chloride,C7H4ClNO3,1.12
4-nitrobenzyl bromide,C7H6BrNO2,3.6
4-nitrobenzyl chloride,C7H6ClNO2,3.66
4-nitrobiphenyl,C12H9NO2,4.42
4-nitrooctane,C8H17NO2,3.64
4-nitrophenol,C6H5NO3,5.43
4-nitrophenyl isocyanate,C7H4N2O3,3.42
4-nitrophenyl phenyl ether,C12H9NO3,4.54
4-nitrophenyl selenocyanate,C7H4N2O2Se,3.58
4-nitrophenyl thiocyanate,C7H4N2O2S,3.1
4-nitrophenylacetic acid,C8H7NO4,4.94
4-nitrophenylacetonitrile,C8H6N2O2,3.91
4-nitrophenylhydrazine,C6H7N3O2,7.2
4-nitrophthalimide,C8H4N2O4,2.96
"4-nitroso-N,N-dimethylaniline",C8H10N2O,6.45
4-nitrosophenol,C6H5NO2,4.44
4-nitrothioanisole,C7H7NO2S,4.28
4-nitrothiophenol,C6H5NO2S,3.58
4-nitrotoluene,C7H7NO2,4.4
4-nonylphenol,C15H24O,1.59
4-octanol,C8H18O,1.15
4-octylphenol,C14H22O,1.53
4-p-chlorophenylethynylpyridine,C13H8ClN,1.23
4-p-chlorophenylethynylpyridine 1-oxide,C13H8ClNO,3.13
4-p-methoxyphenylethynylpyridine,C14H11NO,3.9
4-p-methoxystyrylpyridine 1-oxide,C14H13NO2,5.56
4-p-methylphenylethynylpyridine,C14H11N,3.25
4-p-methylstyrylpyridine 1-oxide,C14H13NO,4.86
4-p-nitrophenylethynylpyridine,C13H8N2O2,1.63
4-pentylpyridine,C10H15N,2.72
4-phenoxybiphenyl,C18H14O,1.14
"4-phenylaminomethyl-4-azatricyclo[5.2.1.02,6]decane-3,5-dione",C16H18N2O2,2.42
4-phenylazo-1-methoxynaphthalene,C17H14N2O,1.74
4-phenylazo-1-naphthol,C16H12N2O,3.39
4-phenylbenzonitrile,C13H9N,4.34
4-phenylethynylpyridine,    ⋮,2.79
4-phenylethynylpyridine 1-oxide,C13H9NO,4.29
4-phenylpyridine,C11H9N,2.57
4-phenylquinoline,C15H11N,2.39
4-phenylsulfanylphenol,C12H10OS,2.21
4-phenylsulfonylphenol,C12H10O3S,6.11
4-phenylthiazole,C9H7NS,1.33
4-phenylthiobiphenyl,C18H14S,1.55
4-propan-2-ylbenzenethiol,C9H12S,1.52
4-propyl-4-heptanol,C10H22O,1.65
4-propylpyridine,C8H11N,2.7
4-pyridinecarboxylic acid,C6H5NO2,2.7
4-quinone diazide,C6H4N2O,5.02
4-styrylpyridine 1-oxide,C13H11NO,4.49
4-tert-butylpyridine,C9H13N,2.73
4-thiocyanatophenyl selenocyanate,C8H4N2SSe,4.02
4-tolyldiethoxyboron,C11H17BO2,1.44
4-[(E)-2-(4-chlorophenyl)ethenyl]pyridine,C13H10ClN,1.2
4-[(E)-2-(4-methoxyphenyl)ethenyl]pyridine,C14H13NO,3.55
4-[(E)-2-(4-methylphenyl)ethenyl]pyridine,C14H13N,3.19
4-[(E)-2-(4-nitrophenyl)ethenyl]pyridine,C13H10N2O2,1.85
4-[(E)-2-phenylethenyl]pyridine,C13H11N,2.7
4H-pyran-4-one,C5H4O2,3.79
4H-pyran-4-thione,C5H4OS,3.95
4H-thiopyran-4-thione,C5H4S2,3.9
5'-bromo-2'-methylacetophenone,C9H9BrO,1.96
5'-chloro-2'-methylacetophenone,C9H9ClO,2.01
5'-iodo-2'-methylacetophenone,C9H9IO,1.94
"5,5'-dibromo-2,2'-bithiophene",C8H4Br2S2,1.73
"5,5'-diiodo-2,2'-bithiophene",C8H4I2S2,0.85
"5,5-diethyl-1,3-dioxane-4,6-dione",C8H12O4,1.67
"5,5-dimethyl-1,3-dioxane-4,6-dione",C6H8O4,1.83
"5,5-dimethylpyrrolidinone",C6H11NO,4.05
"5,6,7,7a-tetrahydro-2,4-diphenylcyclopenta[b]thiopyran",C20H18S,1.39
"5,6,7,8-tetrahydro-2,4-diphenyl-2H-thiachromene",C21H20S,1.4
"5,6,7,8-tetrahydro-2,4-diphenylcyclohexa[b]thiopyran",C21H20S,1.42
"5,6,7,8-tetrahydro-2-phenyl-4H-thiachromene",C15H16S,1.83
"5,6-dichloroacenaphthene",C12H8Cl2,3.85
"5,6-dihydro-3-methyl-6-aminoimidazo-[2,1-b]thiazole",C6H9N3S,1.8
"5,6-dihydro-3-methylimidazo[2,1-b]thiazole",C6H8N2S,4.2
"5,6-dimethyl-2,1,3-benzoselenadiazole",C8H8N2Se,2.13
5-(1-morpholino)furan-2-carbaldehyde,C9H11NO3,4.81
"5-(2-dicyanomethyleneethylidene)-5H-dibenzo[a,d][7]annulene",C20H12N2,6.07
"5-(4-chlorophenyl)-2-methyl-1,3-dithian",C11H13ClS2,1.28
"5-(p-bromophenyl)-3,3,5-trimethylcyclohexanone",C15H19BrO,3.82
5-(p-chlorophenyl)-3-phenylcyclohex-2-en-1-one,C18H15ClO,3.5
"5-amino-1,2,3,4-tetrazole",CH3N5,5.75
5-aminoquinoline,C9H8N2,3.56
"5-bromo-2,4-dichlorotrifluoromethylbenzene",C7H2BrCl2F3,1.59
5-bromo-2-chlorotrifluoromethylbenzene,C7H3BrClF3,2.41
5-bromo-2-furaldehyde,C5H3BrO2,3.16
"5-bromo-2-hydroxy-2,4,6-cycloheptatrien-1-one",C7H5BrO2,2.07
5-bromofurazan 2-oxide,C2H3BrN2O2,3.65
"5-chloro-2,1,3-benzoselenadiazole",C6H3ClN2Se,0.5
"5-chloro-2,1,3-benzothiadiazole",C6H3ClN2S,0.84
5-chloro-2-benzoxazolinone,C7H4ClNO2,2.21
5-chloro-2-hydroxybenzaldehyde,C7H5ClO2,1.37
"5-chloro-2-methoxy-1,3-dinitrobenzene",C7H5ClN2O5,2.25
5-chloro-2-methoxybenzoxazole,C8H6ClNO2,2.02
5-chloro-2-nitrobenzaldehyde,C7H4ClNO3,3.31
5-chloro-3-methyl-2-benzoxazolinone,C8H6ClNO2,2.71
5-chloro-3-methyl-4-nitro-1-(4-nitrophenyl)pyrazole,C10H7ClN4O4,2.97
"5-chloro-6-methyl-2,1,3-benzoselenadiazole",C7H5ClN2Se,1.04
"5-chloro-6-methyl-2,1,3-benzothiadiazole",C7H5ClN2S,1.32
"5-chloro-6-methyl-2,1,3-benzoxadiazole",C7H5ClN2O,3.38
5-chloroacenaphthene,C12H9Cl,2.5
5-chlorobenzofurazan,C6H3ClN2O,2.88
5-chlorobenzoxazolinethione,C7H4ClNOS,3.43
5-chloroquinoline,C9H6ClN,0.64
"5-dicyanomethylene-5H-dibenzo[a,d][7]annulene",C18H10N2,5.44
5-diethylaminofuran-2-carbaldehyde,C9H13NO2,5.66
"5-dimethylamino-2-methylisoindole-1,3-dione",C11H12N2O2,3.7
5-dimethylaminofuran-2-carbaldehyde,C7H9NO2,5.5
5-ethoxy-3-methyl-1-phenylpyrazole,C12H14N2O,2.65
"5-ethyl-1,3,5-dithiazinane",C5H11NS2,1.46
5-ethyl-2-thiouracil,C6H8N2OS,5.07
"5-fluoro-2,4-dinitroaniline",C6H4FN3O4,5.53
"5-furan-2-yl-1,3-diphenyl-4,5-dihydropyrazole",C19H16N2O,2.51
"5-iodo-2,2'-bithiophene",C8H5IS2,1.28
5-iodo-2-furaldehyde,C5H3IO2,3.24
"5-methyl-1,2,3,4-thiatriazole",C2H3N3S,5.72
"5-methyl-1,3,5-dithiazinane",C4H9NS2,1.47
"5-methyl-1,3-oxazole",C4H5NO,2.16
5-methyl-2(3H)-furanone,C5H6O2,4.08
"5-methyl-2,1,3-benzoselenadiazole",C7H6N2Se,1.84
"5-methyl-2,1,3-benzothiadiazole",C7H6N2S,2.22
"5-methyl-2,1,3-benzoxadiazole",C7H6N2O,4.45
5-methyl-2-(phenylmethyl)-1H-pyrazol-3-one,C11H12N2O,3.1
5-methyl-2-phenyl-1H-pyrazol-3-one,C10H10N2O,3.33
5-methyl-2-phenyl-1H-pyrazole-3-thione,C10H10N2S,2.51
5-methyl-3-heptanol,C8H18O,1.14
5-methylbenzoxazolinethione,C8H7NOS,5.32
5-methylfuran-2-carbaldehyde,C6H6O2,3.94
5-methyloxolan-2-one,C5H8O2,4.71
5-methylpyrimidine,C5H6N2,2.88
5-methylquinoline,C10H9N,2.46
5-nitro-1-naphthylamine,C10H8N2O2,5.16
5-nitro-1H-benzimidazole,C7H5N3O2,6
"5-nitro-2,1,3-benzoselenadiazole",C6H3N3O2Se,3.59
"5-nitro-2,1,3-benzothiadiazole",C6H3N3O2S,2.75
5-nitro-2-benzoxazolinone,C7H4N2O4,1.3
5-nitro-2-furaldehyde,C5H3NO4,3.25
5-nitro-2-naphthylamine,C10H8N2O2,5.42
5-nitroquinoline,C9H6N2O2,2.01
5-nitroselenophene-2-carbaldehyde,C5H3NO3Se,3.82
5-nonanone,C9H18O,2.71
5-phenylacridine,C19H13N,2.4
5-phenylmethylaminofurfural,C12H11NO2,4.95
5-phenylthiazole,C9H7NS,1.89
5-piperidin-1-ylfuran-2-carbaldehyde,C10H13NO2,5.43
"5-propan-2-yl-1,3,5-dithiazinane",C6H13NS2,1.41
"5-tert-butyl-1,3,5-dithiazinane",C7H15NS2,1.85
"6,6'-dimethylbiphenyl-2,2'-diamine",C14H16N2,1.66
"6,8-dibromobenzo[7]annulen-5-one",C11H6Br2O,3.53
"6,9-dibromobenzo[7]annulen-5-one",    ⋮,3.08
6-amino-3-dimethylaminophthalimide,C10H11N3O2,2.14
6-aminoquinoline,C9H8N2,3.24
6-bromo-2-benzoxazolinone,C7H4BrNO2,3.08
6-bromobenzoxazolinethione,C7H4BrNOS,3.94
6-chloro-2-benzoxazolinone,C7H4ClNO2,3.08
6-chloro-4-methylchromen-2-one,C10H7ClO2,3.39
6-chlorobenzoxazolinethione,C7H4ClNOS,3.89
6-chloroquinoline,C9H6ClN,2.02
6-ethyl-2-thiouracil,C6H8N2OS,4.68
"6-hydroxy-2,4-heptadiene",C7H12O,2.76
6-methoxy-2-benzoxazolinone,C8H7NO3,3.62
6-methoxybenzoxazolinethione,C8H7NO2S,4.75
6-methyl-1-(6-methylheptylsulfanyl)heptane,C16H34S,1.64
6-methyl-2-benzoxazolinone,C8H7NO2,4.14
6-methylbenzoxazolinethione,C8H7NOS,5.3
6-methylcoumarin,C10H8O2,4.91
6-methylcyclohexene-1-carbonitrile,C8H11N,4.15
6-methylquinoline,C10H9N,2.32
6-nitro-1-naphthylamine,C10H8N2O2,5.14
6-nitro-2-benzoxazolinone,C7H4N2O4,4.91
6-nitro-2-naphthylamine,C10H8N2O2,6.04
6-nitrocoumarin,C9H5NO4,1.84
6-nitroquinoline,C9H6N2O2,3.87
6-oxidobenzo[c]cinnolin-6-ium,C12H8N2O,5.22
6-phenylquinoline,C15H11N,2.14
"7,7-dibromo-3,4-epoxybicyclo[4.1.0]heptane",C7H8Br2O,0.92
"7,7-dichloro-3,4-epoxybicyclo[4.1.0]heptane",C7H8Cl2O,0.93
7-aminoquinoline,C9H8N2,2.66
7-bromo-1-fluoronaphthalene,C10H6BrF,2.34
7-chlorobicyclo[2.2.1]heptane,C7H11Cl,2.05
7-chloroquinoline,C9H6ClN,3.18
7-methylchromen-2-one,C10H8O2,4.96
7-methylquinoline,C10H9N,2.12
7-nitro-1-naphthylamine,C10H8N2O2,4.41
7-nitro-2-naphthylamine,    ⋮,5.89
7-nitroquinoline,C9H6N2O2,5.47
7-phenylquinoline,C15H11N,2.06
8-aminoquinoline,C9H8N2,1.11
8-bromobenzo[7]annulen-5-one,C11H7BrO,2.79
8-chlorobenzo[7]annulen-5-one,C11H7ClO,2.68
8-chloroquinoline,C9H6ClN,3.55
8-hydroxyquinoline,C9H7NO,2.68
8-hydroxyquinolinolato lithium,,4
8-methylbenzo[7]annulen-7-one,C12H10O,4.25
8-methylquinoline,C10H9N,1.68
8-nitro-1-naphthylamine,C10H8N2O2,4.82
8-nitroquinoline,C9H6N2O2,5.69
8-phenylquinoline,C15H11N,2.04
"9,10-dibromoanthracene",C14H8Br2,0
"9,10-dichloroanthracene",C14H8Cl2,0
"9,10-dimethoxyanthracene",C16H14O2,1.73
"9,10-diphenylanthracene",C26H18,0
"9,9'-bianthryl",C28H18,0
"9,9-dichlorofluorene",C13H8Cl2,1.85
9-acetylanthracene,C16H12O,2.57
9-anthracenecarboxaldehyde,C15H10O,3
"9-anthrylidene-2,4,6-trimethylaniline",C23H21N,1.76
9-anthrylidene-4-bromoaniline,C20H14BrN,2.46
9-anthrylidene-4-chloroaniline,C20H14ClN,2.59
9-anthrylidene-4-dimethylaminoaniline,C22H20N2,2.21
9-anthrylidene-4-iodoaniline,C20H14IN,2.43
9-anthrylidene-4-methoxyaniline,C21H17NO,2.11
9-anthrylidene-4-nitroaniline,C20H14N2O2,5.66
9-anthrylidene-4-toluidine,C21H17N,1.67
9-anthrylideneaniline,C20H15N,1.74
9-benzoyl-10-bromoanthracene,C21H13BrO,2.82
9-benzoyl-10-chloroanthracene,C21H13ClO,2.8
9-benzoyl-10-cyanoanthracene,C22H13NO,4.4
9-benzoylanthracene,C21H14O,2.89
"9-benzyl-1,2,3,4,5,6,7,8-octahydro-9H-thioxanthene",C20H24S,1.62
9-bromoanthracene,C14H9Br,1.5
9-chloroanthracene,C14H9Cl,1.36
9-chlorofluorene,C13H9Cl,1.76
"9-ethyl-1,2,3,4,5,6,7,8-octahydro-9H-thioxanthene",C15H22S,1.65
9-ethylperhydrothioxanthene,C15H26S,1.65
9-methoxyanthracene,C15H12O,1.27
"9-methyl-1,2,3,4,5,6,7,8-octahydro-9H-thioxanthene",C14H20S,1.52
9-methylperhydrothioxanthene,C14H24S,1.57
9-nitroanthracene,C14H9NO2,3.43
"9-phenyl-1,2,3,4,5,6,7,8-octahydro-9H-thioxanthene",C19H22S,1.36
9-phenylanthracene,C20H14,0
9-phenylphenanthridine,C19H13N,2.27
9-vinylanthracene,C16H12,0.2
"9H-fluorene-2,9-diamine",C13H12N2,1.96
9H-thioxanthene,C13H10S,1.25
a-(2-methoxycyclopentyl)mercury bromide,,3.4
a-(2-methoxycyclopentyl)mercury chloride,    ⋮,2.9
a-(2-methoxycyclopentyl)mercury iodide,    ⋮,3.2
a-D-glucopyranose pentaacetate,C16H22O11,3.47
a-difluoromethyl-o-methylstyrene,C10H10F2,2.11
a-difluoromethyl-p-methylstyrene,    ⋮,2.11
acenaphthene,C12H10,0.93
acetaldehyde,C2H4O,2.69
acetaldoxime,C2H5NO,0.75
acetamide,    ⋮,3.76
acetanilide,C8H9NO,3.75
acethydrazide,C2H6N2O,3.18
acetic acid,C2H4O2,1.68
acetic anhydride,C4H6O3,2.8
acetonitrile,C2H3N,3.44
acetophenone,C8H8O,3.05
acetophenone oxime,C8H9NO,0.71
acetoxime,C3H7NO,0.89
acetoxytributyltin,C14H30O2Sn,2.03
acetyl chloride,C2H3ClO,2.72
acetyl cyanide,C3H3NO,3.45
acetyl fluoride,C2H3FO,2.96
acetylmanganese pentacarbonyl,,2.16
acetylrhenium pentacarbonyl,    ⋮,2.47
acridine,C13H9N,2.09
adamantan-2-amine,C10H17N,1.3
adamantan-2-one,C10H14O,3.2
aleuritic acid,C16H32O5,4.28
allyl 2-methylisonicotinate,C10H11NO2,2.39
allyl picolinate,C9H9NO2,2.38
allyl pyridine-3-carboxylate,    ⋮,2.51
allyl quinoline-8-carboxylate,C13H11NO2,3.32
allyl-ethyl-methylsilane,C6H14Si,0.55
allylsulfinyl allyl sulfide,C6H10OS2,3.99
aluminium fluoride,AlF3,1.53
aluminium tribromide,AlBr3,0.55
aluminium tris(ethyl acetoacetate),C18H27AlO9,1.85
"aluminum 2,4-pentanedionate",C15H21AlO6,0
aminoacetonitrile,C2H4N2,2.64
aminodiborane,H7B2N,2.67
aminodimethylborane,C2H8BN,1.47
ammonia,H3N,1.47
aniline,C6H7N,1.51
anthracene,C14H10,0
anthracene-1-carbonitrile,C15H9N,4.14
anthracene-9-carbonitrile,    ⋮,4.13
anthrone,C14H10O,3.65
antimony tribromide,Br3Sb,2.47
antimony trichloride,Cl3Sb,3.6
antimony triiodide,I3Sb,0.4
antipyrine,C11H12N2O,5.47
arachno-tetraborane(10),H10B4,0.49
argon,Ar,0
arsenic tribromide,AsBr3,1.66
arsenic trichloride,AsCl3,1.59
arsenic trifluoride,AsF3,2.59
arsenic triiodide,AsI3,0.96
arsenic trioxide,As2O3,0.14
arsenobenzene,C12H10As2,0
arsine,H3As,0.2
azepan-2-one,C6H11NO,3.88
azidobenzene,C6H5N3,1.55
azidocyclohexane,C6H11N3,2.39
azidoethane,C2H5N3,2.12
azidomethane,CH3N3,2.17
aziridine,C2H5N,1.89
azobenzene,C12H10N2,0.52
azobenzene-2-sulfenyl bromide,C12H9BrN2S,6.34
azobenzene-2-sulfenyl chloride,,6.02
azobenzene-2-sulfenyl cyanide,    ⋮,3.64
azobenzene-2-sulfenyl iodide,    ⋮,6.75
azothiobenzene,    ⋮,1.15
azoxybenzene,C12H10N2O,1.8
azulene,C10H8,0.8
b-(2-methoxycyclopentyl)mercury bromide,,4.7
b-(2-methoxycyclopentyl)mercury chloride,    ⋮,4.1
b-(2-methoxycyclopentyl)mercury iodide,    ⋮,3.9
b-D-glucopyranose pentaacetate,C16H22O11,2.54
barium oxide,BaO,7.95
barium sulfide,BaS,10.86
benzalazine,C14H12N2,0.89
benzaldehyde,C7H6O,2.89
benzaldehyde phenylhydrazone,C13H12N2,1.89
benzamide,C7H7NO,3.76
benzene,C6H6,0
"benzene-1,2-dialdehyde",C8H6O2,4.5
"benzene-1,3-dialdehyde",    ⋮,2.8
"benzene-1,3-dicarboxylic acid",C8H6O4,2.27
"benzene-1,4-dialdehyde",C8H6O2,2.35
"benzene-1,4-dicarboxylic acid",C8H6O4,2.6
benzenesulfinic acid,C6H6O2S,3.26
benzenesulfonamide,C6H7NO2S,5.09
benzenesulfonic acid,C6H6O3S,3.8
benzenesulfonyl chloride,C6H5ClO2S,4.57
benzenesulphonic anhydride,C12H10O5S2,4.83
benzenesulphonic thioanhydride,C12H10O4S3,3.42
benzimidazole,C7H6N2,4.06
benzofurazan,C6H4N2O,4.03
benzofurazan 1-oxide,C6H4N2O2,5.33
benzoic acid,C7H6O2,1.72
benzoic thioanhydride,C14H10O2S,3.7
benzoin,C14H12O2,3.46
benzonitrile,C7H5N,4.28
benzonitrile N-oxide,C7H5NO,4
benzophenone,C13H10O,2.95
benzothiazole,C7H5NS,1.46
benzotriazole,C6H5N3,4.1
benzotrichloride,C7H5Cl3,2.14
benzoxazole,C7H5NO,1.48
benzoxazolinethione,C7H5NOS,4.67
benzoyl bromide,C7H5BrO,3.4
benzoyl chloride,C7H5ClO,3.26
benzo[7]annulen-7-one,C11H8O,4.88
benzo[c]cinnoline,C12H8N2,3.93
benzyl acetate,C9H10O2,1.22
benzyl alcohol,C7H8O,1.71
benzyl benzoate,C14H12O2,2.06
benzyl bromide,C7H7Br,1.9
benzyl chloride,C7H7Cl,1.8
benzyl formate,C8H8O2,1.95
benzyl iodide,C7H7I,1.6
benzylamine,C7H9N,1.1
benzyldibutoxyboron,C15H25BO2,1.54
benzylidene malononitrile,C10H6N2,5.28
benzylidene-4-bromoaniline,C13H10BrN,2.38
benzylidene-4-chloroaniline,C13H10ClN,2.37
benzylidene-4-hydroxyaniline,C13H11NO,1.83
benzylidene-4-iodoaniline,C13H10IN,2.26
benzylidene-4-methoxyaniline,C14H13NO,2.07
benzylidene-4-methylaniline,C14H13N,1.65
benzylidene-4-nitroaniline,C13H10N2O2,4.83
benzylideneaniline,C13H11N,1.61
benzylpentamethyldisilane,C12H22Si2,0.43
beryllium acetylacetonate,C10H14BeO4,1.07
beryllium bromide,BeBr2,0
beryllium chloride,BeCl2,0
bicyclo[3.1.0]hexane,C6H10,0.19
biphenyl,C12H10,0
bis((aminooxy)dibutylborane),,0
bis((butylaminooxy)dibutylborane),    ⋮,0
bis(1-methylpropoxy)dimethylsilane,C10H24O2Si,1.39
"bis(2,2-dimethylpropyl) oxalate",C12H22O4,2.8
"bis(2,4,6-trimethylphenyl)methanone",C19H22O,2.84
"bis(2,4-dichlorophenyl)methanone",C13H6Cl4O,2.39
"bis(2,4-pentadionato)beryllium",,0
"bis(2,4-pentanedionato) beryllium",    ⋮,0.75
"bis(2,5-dichlorophenyl)methanone",C13H6Cl4O,2.77
bis(2-biphenylyl) ether,C24H18O,1.03
bis(2-bromophenyl)methanone,C13H8Br2O,3.57
bis(2-chloroethyl) ether,C4H8Cl2O,2.43
bis(2-chlorophenyl)methanone,C13H8Cl2O,3.34
bis(2-ethylhexyl) phthalate,C24H38O4,2.84
bis(2-iodoethyl) ether,C4H8I2O,2.23
bis(2-methoxyethyl) ether,C6H14O3,1.92
